platform_name,ds,y,lo95,hi95,model_used,mae,rmse,mape,smape
shopee,2025-06-01,150667.59375,150663.203125,150674.0,XGB_Lags,45902.25390625,60608.70581043883,54.37356272666918,64.92946293288703
shopee,2025-07-01,60681.46484375,60677.07421875,60687.87109375,XGB_Lags,45902.25390625,60608.70581043883,54.37356272666918,64.92946293288703
shopee,2025-08-01,62522.15625,62517.765625,62528.5625,XGB_Lags,45902.25390625,60608.70581043883,54.37356272666918,64.92946293288703
