platform_name,ds,y,lo95,hi95,model_used,mae,rmse,mape,smape
retail,2025-10-01,177933.86170920834,0.0,1350989.059793708,SARIMAX,20984.50922043416,22167.39306101811,11.281752293645813,10.985331843816622
retail,2025-11-01,143396.92610489938,0.0,1595329.957901013,SARIMAX,20984.50922043416,22167.39306101811,11.281752293645813,10.985331843816622
retail,2025-12-01,100011.75601773965,0.0,1814547.919528547,SARIMAX,20984.50922043416,22167.39306101811,11.281752293645813,10.985331843816622
