platform_name,ds,y,lo95,hi95,model_used,mae,rmse,mape,smape
tiktok,2025-08-01,317422.4375,316136.2974999994,318671.2575000003,XGB_Lags,2104730.716666667,2792631.258222714,494.8410349105772,68.58649197043722
tiktok,2025-09-01,943434.5625,942148.4224999994,944683.3825000003,XGB_Lags,2104730.716666667,2792631.258222714,494.8410349105772,68.58649197043722
tiktok,2025-10-01,1294196.75,1292910.6099999994,1295445.5700000003,XGB_Lags,2104730.716666667,2792631.258222714,494.8410349105772,68.58649197043722
